ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1767929949.226489,CJolqt1c8aqW4w8CS,192.168.1.1,40861,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929950.455832,CS3sin2l1UarZ9Dc71,192.168.1.1,37069,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4959,0,0,,17
1767929951.376954,CSGkTL3Buwih1LoD44,192.168.1.1,58130,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930002.413506,CD5XX83cXgqLyc7GI7,192.168.1.34,5353,224.0.0.251,5353,udp,dns,,,,S0,T,T,0,D,1,965,0,0,,17
1767930002.413801,CQzhSZ3hcbmQRZ2zL8,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,985,0,0,,17
1767929952.605996,COdeXb1ARpOQmOI6f6,192.168.1.1,52874,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4955,0,0,,17
1767929953.527125,C2uxs71ZRG9lWLm1P1,192.168.1.1,50101,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929954.756435,CzDF1r3GhJ8M978R9,192.168.1.1,35594,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4961,0,0,,17
1767929955.677535,CpUKHH2ZNbxrt9FEAh,192.168.1.1,60556,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929956.906846,Cg63fw1VOYz1XLwnJc,192.168.1.1,54507,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4962,0,0,,17
1767929959.159841,CexKD04H699OoGgUhg,192.168.1.1,47603,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4962,0,0,,17
1767929960.080871,C7vSmqwhdW7MNd7dl,192.168.1.1,48060,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929961.412634,ChI5GZ2HcGDNQ1mq8e,192.168.1.1,43847,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4957,0,0,,17
1767929962.333754,CDf9MD3T2ZwbFzDTSa,192.168.1.1,42708,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929964.483952,Co1Bgt1CCZzCTtd8Ve,192.168.1.1,42239,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929965.713231,Cda2jz2Db28HrdlFzg,192.168.1.1,42084,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4958,0,0,,17
1767929966.634366,CPcsnm20Kom3wl8sn4,192.168.1.1,47175,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929966.634448,C8CpNasesX5I6ZJS1,192.168.1.36,0,224.0.0.251,0,unknown_transport,,,,,OTH,T,T,0,,1,32,0,0,,2
1767929967.863633,CPCcaJ1REqnmsIcxRa,192.168.1.1,53329,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4964,0,0,,17
1767929968.784754,CUdxThGAluIQKPgt1,192.168.1.1,48447,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929970.012282,Csn4u32qcNRe8c25Xe,192.168.1.1,44417,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5727,0,0,,17
1767929970.935378,CsTkOh4ydsT1stYMo,192.168.1.1,40507,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929936.528602,CRhIpH2KMZQG1NPp6,192.168.1.34,0,224.0.0.251,0,unknown_transport,,35.123411,0,0,OTH,T,T,0,,2,64,0,0,,2
1767929912.068484,Ce608y1Bw53hWCTKy1,fe80::dea6:32ff:fee1:7e28,143,ff02::16,0,icmp,,59.615990,180,0,OTH,T,F,0,,5,460,0,0,,58
1767929972.268198,CKaQeBXO9Ez6omCR1,192.168.1.1,42024,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5727,0,0,,17
1767930022.340620,CMdjOU3aIYMiXzxDi2,192.168.1.34,5353,224.0.0.251,5353,udp,dns,0.108091,657,0,S0,T,T,0,D,4,769,0,0,,17
1767930022.340802,C7pkwzlGd7JUiQ7Y3,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,0.107965,1241,0,S0,T,F,0,D,6,1529,0,0,,17
1767929973.185022,CaNQ6S2UxMOZHA2Uu2,192.168.1.1,54588,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929974.418565,Ct6W3R31tyL044zxm7,192.168.1.1,56496,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5721,0,0,,17
1767929975.338350,CxoL3c3i1Ezp578qdc,192.168.1.1,42253,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930015.651945,CCLK4S3UlBc5DnEeYh,192.168.1.33,5353,224.0.0.251,5353,udp,dns,6.802987,1179,0,S0,T,T,0,D,7,1375,0,0,,17
1767929941.205395,C2njUB2BEKQBNNCGSc,192.168.1.39,42866,34.120.177.193,443,tcp,ssl,90.259488,1861,4707,SF,T,F,0,ShADadFf,15,2649,11,5287,,6
1767929976.568716,CHcqZAln5ylsuiFpf,192.168.1.1,49113,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5721,0,0,,17
1767929977.488749,CgGHPJ2xrjQQHCHfNf,192.168.1.1,34180,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929978.621838,CDh2GJ3yCK62g3x9t,192.168.1.1,57054,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767929979.639142,C8Ds2R2J88cAqpRr5,192.168.1.1,45625,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929980.869723,CuVJwv1vbY3bk5ZoQb,192.168.1.1,33403,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767929981.789787,COUjRF405HiGy5h7S1,192.168.1.1,51937,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930037.587831,Cht6C44Kpuqnm7VJdi,192.168.1.40,56300,192.168.1.39,22,tcp,,0.037801,0,33,SF,T,T,0,ShAFadfRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,249,10028,4,249,,6
1767929983.119300,CadZBi3OPj8Eane15g,192.168.1.1,32823,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767930038.608461,C9lYoJ3ixGLufuoAa5,192.168.1.40,42132,192.168.1.39,80,tcp,,0.000083,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767929983.939969,CIDQBBItQc0w2mCag,192.168.1.1,58072,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930039.631763,Cj8UoT2FtIYRV3HFLc,192.168.1.40,40624,192.168.1.39,443,tcp,,0.000088,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767929985.269687,CYiR5cDRQvf5q73bi,192.168.1.1,35968,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767929986.192791,CTLgVUnp0ACjfdvPh,192.168.1.1,53035,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929987.423112,CI9wKdYpNvRRslJnh,192.168.1.1,35468,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5727,0,0,,17
1767929988.343357,CL3YMh4j9QS94gMRYa,192.168.1.1,53790,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929989.573727,CteaCC1xVBjtMgNFs5,192.168.1.1,36162,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5725,0,0,,17
1767930024.944755,C0Bu9d4DGW3VygioX8,192.168.1.41,50720,192.168.1.39,8384,tcp,http,19.902150,798,1355,SF,T,T,0,ShADadfF,6,1118,5,1623,,6
1767930024.944933,COHSOM3v3pXsCdpB97,192.168.1.41,50728,192.168.1.39,8384,tcp,http,19.902133,796,929,SF,T,T,0,ShADadfF,6,1116,5,1197,,6
1767930024.945004,CtYmX82rpuW2Jz0cY6,192.168.1.41,50736,192.168.1.39,8384,tcp,http,19.902081,792,454,SF,T,T,0,ShADadfF,6,1112,5,722,,6
1767929964.898308,CMHqXx4zAHKrwPRB9g,192.168.1.41,54388,192.168.1.39,8384,tcp,http,79.948792,1589,4108,SF,T,T,0,ShADadfF,13,2273,13,4792,,6
1767929990.493753,C5elLC1HApbk0XB7Ya,192.168.1.1,36367,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929991.724194,CfqIwc43hM2rfrw0o,192.168.1.1,39480,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5725,0,0,,17
1767929992.643857,CCVMhrxZPzLlekdob,192.168.1.1,36226,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929993.976932,C4VEd83tH4KLDg6fqa,192.168.1.1,53045,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5725,0,0,,17
1767929994.791436,CzJh2O2Xi7RD4MP3dk,192.168.1.1,34691,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929996.124119,Cpljg9l6wk6Zirnb5,192.168.1.1,56169,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767929996.944747,CxgX3438VQYZzBmn2e,192.168.1.1,36395,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767929998.276562,CjKmaA1m5guU8n0gw1,192.168.1.1,41341,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767929999.197539,CYjN1C4CnYnnmklxH7,192.168.1.1,39055,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930000.530580,CmAoOw46x9awBMWYK9,192.168.1.1,43414,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767930001.450590,CIDfQ048Vcxym7TCG9,192.168.1.1,38118,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930002.679888,CcyVoy2axnVIQtLygh,192.168.1.1,49099,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4959,0,0,,17
1767930003.600928,CyeV8M2eVSRuxPGlKj,192.168.1.1,46390,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930034.631117,CKO4o52WUzzsk89FXk,192.168.1.34,5353,224.0.0.251,5353,udp,dns,15.739103,5699,0,S0,T,T,0,D,8,5923,0,0,,17
1767930034.631388,Cr8zfh20fZyRYdEhld,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,15.739185,5699,0,S0,T,F,0,D,8,6083,0,0,,17
1767930004.829657,CcYFXq3AIYs5nv0WZ4,192.168.1.1,50919,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4964,0,0,,17
1767930005.853528,C5ERKe49NBjPmgKRpb,192.168.1.1,53881,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930006.980499,CblgWs44QqF5MyLyg6,192.168.1.1,34702,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4963,0,0,,17
1767930062.762663,CclJjP3dJT8tvgDYWc,192.168.1.40,48738,192.168.1.39,22,tcp,,0.062760,0,33,SF,T,T,0,ShAFadfRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,235,9468,4,249,,6
1767930007.901586,C8O9vP3wsPlHn8sKYd,192.168.1.1,36131,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930063.783802,CohdlN1fJOLSPk5Ahe,192.168.1.40,39072,192.168.1.39,80,tcp,,0.000161,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767930009.127836,CN4cBg2FjWEEuHPHK4,192.168.1.1,46541,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4963,0,0,,17
1767930064.824870,CzCaZU2UZsO16jWQP6,192.168.1.40,58216,192.168.1.39,443,tcp,,0.000167,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767930010.052176,Cs9Ogs4P1yuZxOgt5,192.168.1.1,54602,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930011.383895,CgDaiT3fEd20Jesv7l,192.168.1.1,51142,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4960,0,0,,17
1767930012.304683,C1O8Lf1m0DIUfy6Cx1,192.168.1.1,34724,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930013.534078,Cv6JVZ39RLtCpxonla,192.168.1.1,60445,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4960,0,0,,17
1767930014.455152,CdVcoJKV6PiZ1nw9l,192.168.1.1,47757,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930015.687063,CTDPzm1s7MbStlf7a7,192.168.1.1,55538,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4959,0,0,,17
1767930066.374646,CYkUIV3l5FNm3Wn4ch,192.168.1.34,5353,224.0.0.251,5353,udp,dns,,,,S0,T,T,0,D,1,965,0,0,,17
1767930066.374806,CStWg54tTVcqGFg4Gd,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,985,0,0,,17
1767930016.605566,CalZ3238ZloDVLZfg9,192.168.1.1,57213,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930017.937503,CPXs442cQvjP2XS9eh,192.168.1.1,43247,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4960,0,0,,17
1767930018.755753,CggmmB1qRAZ2gZhow3,192.168.1.1,36873,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930020.087905,Cb2IL6waKE1sQYGNa,192.168.1.1,45005,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4958,0,0,,17
1767930021.008574,CN1oE53PFzbqyyS2mh,192.168.1.1,48711,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930022.238310,C6bdJ83WV3jjuEin08,192.168.1.1,35168,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4958,0,0,,17
1767930023.159439,CXGQRf14nXrZf8HKK,192.168.1.1,38099,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930024.388601,CgLV1h4EvDCcfetqs6,192.168.1.1,34774,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4961,0,0,,17
1767930025.309590,CoJIqz3R0vffIp19Ri,192.168.1.1,33980,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930026.641338,CQlxkm12jCjpbGGGp6,192.168.1.1,38505,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4960,0,0,,17
1767930027.459999,CHBXRATXwqAxxONek,192.168.1.1,39988,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930028.791684,CmFfQE4hCLrOGxwLv2,192.168.1.1,50122,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4959,0,0,,17
1767930029.712480,C8A68A1XNLNUf3b1eh,192.168.1.1,56969,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930030.942546,CRRIQN1rypdJNR8Rrl,192.168.1.1,40708,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4957,0,0,,17
1767929971.136867,C2mARXVJfj5lYQAZb,fe80::6420:e3ff:fe93:5ffe,130,ff02::1,131,icmp,,59.806034,40,0,OTH,T,F,0,,2,152,0,0,,58
1767930031.863415,CPBqmL3HcHoVHIio01,192.168.1.1,42367,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930033.092617,CNSiRj1kPMUWtvJ8X8,192.168.1.1,34800,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4961,0,0,,17
1767930034.013832,CFuhvj4dTuOqLk0EBb,192.168.1.1,49687,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930035.345195,CM0nZc2F4US3cN33Wg,192.168.1.1,53496,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4961,0,0,,17
1767930036.163966,C2t0I212AR3iZSWbef,192.168.1.1,51047,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930037.495708,ChOk2C1NIYgWDieag5,192.168.1.1,53757,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4967,0,0,,17
1767930038.416473,CagJb23ssRMSn4Tk4k,192.168.1.1,35013,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930039.643063,C58iwjSxQCQY7aa6d,192.168.1.1,58993,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4967,0,0,,17
1767930040.033816,CQoyLLLu49inZbFal,192.168.1.41,11,192.168.1.39,0,icmp,,,,,OTH,T,T,0,,1,68,0,0,,1
1767930040.567448,CJvYECRCs1Z8dg9h2,192.168.1.1,41655,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930041.796726,Ckb1iW1Yvx7nUZN6R,192.168.1.1,41744,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4961,0,0,,17
1767930042.717611,CTDOeo38pADyKyymoe,192.168.1.1,58578,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930043.946958,CQJbfH21CS1HGAFQ0g,192.168.1.1,52786,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4963,0,0,,17
1767930044.865017,C0ZBK7UvAf6ZyNBXb,192.168.1.1,44756,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930046.199236,CbUnjBpqfmdIIZ4Ca,192.168.1.1,51649,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4965,0,0,,17
1767930047.018405,Co5OK42JAx9BFk7kLi,192.168.1.1,43145,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930048.350373,CzUjrl32fRjF6ed46,192.168.1.1,34243,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4965,0,0,,17
1767930098.388225,C7zfa03q7bOec0iRR8,192.168.1.34,5353,224.0.0.251,5353,udp,dns,,,,S0,T,T,0,D,1,965,0,0,,17
1767930098.388417,CwYLez2zlbIPF6ftd,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,985,0,0,,17
1767930049.271320,CResJf3f4GsGl9UDq,192.168.1.1,56547,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930084.979210,CmLzMazy7kAQbZyCf,192.168.1.41,55550,192.168.1.39,8384,tcp,http,19.863761,796,929,SF,T,T,0,ShADadfF,6,1116,5,1197,,6
1767930084.979291,CO9wlm4tQOwfEHemV1,192.168.1.41,55576,192.168.1.39,8384,tcp,http,19.863862,792,454,SF,T,T,0,ShADadfF,6,1112,5,722,,6
1767930084.979062,CNJNaP1fK3vyk93tkf,192.168.1.41,55534,192.168.1.39,8384,tcp,http,19.864112,798,1355,SF,T,T,0,ShADadfF,6,1130,6,1675,,6
1767930024.945513,CUO2M325DkuSiygw4,192.168.1.41,50738,192.168.1.39,8384,tcp,http,79.897677,1589,4108,SF,T,T,0,ShADadfF,13,2273,13,4792,,6
1767930050.604217,Cr2TOs3rd2nBD5EBX2,192.168.1.1,47443,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767930051.421845,C2Lb5v3zQHWRjQGHR1,192.168.1.1,41405,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930052.754643,CC05OjSqHeIyUbre,192.168.1.1,35935,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5725,0,0,,17
1767930053.572330,CAx6gd4dX7qP6Ywts5,192.168.1.1,60290,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930054.902110,Ct41RS3T8tmSHnot1,192.168.1.1,41162,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767930109.933086,CyTBvz17KrRjaifigg,192.168.1.40,47044,192.168.1.39,22,tcp,,0.054455,0,33,SF,T,T,0,ShAFadfRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,241,9696,4,249,,6
1767930055.824834,CWeIaR1F8tQTGArUpg,192.168.1.1,58945,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930110.975285,CzYA6a4XvQalHRHwah,192.168.1.40,34368,192.168.1.39,80,tcp,,0.000165,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767930086.674766,CCyJLg4YUx4bIykCI1,192.168.1.36,5353,224.0.0.251,5353,udp,dns,13.025883,232,0,S0,T,T,0,D,4,344,0,0,,17
1767930086.674884,C9rqHc28B3R9PRZxf1,fe80::100a:6d75:50e7:ab58,5353,ff02::fb,5353,udp,dns,13.025877,232,0,S0,T,F,0,D,4,424,0,0,,17
1767930111.992311,CIUQ6RWFGnnEiCMX,192.168.1.40,57118,192.168.1.39,443,tcp,,0.000184,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767930057.055181,CaWvZE2LMHXgwLFwAe,192.168.1.1,53542,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5722,0,0,,17
1767930057.974426,CyCGFt4gGbGSSWqwf1,192.168.1.1,36369,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930058.589521,CcyXD2VaKeZvyCFgg,fe80::6620:e3ff:fea3:5ffa,130,ff02::1,131,icmp,,,,,OTH,T,F,0,,1,72,0,0,,58
1767930059.205633,C4dhsQ1CwKWaQtGn3k,192.168.1.1,42679,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767930060.228248,C8XQMzOtWgkCfLuFb,192.168.1.1,57451,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930031.072483,Cx5dfA0r7fBnuUSVi,192.168.1.39,0,224.0.0.251,0,unknown_transport,,29.667958,0,0,OTH,T,T,0,,2,64,0,0,,2
1767930061.356257,CjrR1QtVpSKBnvY78,192.168.1.1,50299,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767930062.276235,CE45fg3H4OlyIeUMeb,192.168.1.1,54309,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930063.511214,Cqf49X37lAQfFNkFfi,192.168.1.1,59803,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767930064.426659,C9IeD56ul2Erf7svd,192.168.1.1,38557,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930065.759225,CQuXYQWZzPtw0Tfx8,192.168.1.1,52896,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767930066.577292,CxYIDn3Ay2J8sPKA31,192.168.1.1,58418,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930067.909620,CLMZsA29gH1DkFrTla,192.168.1.1,44895,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5728,0,0,,17
1767930118.703121,CH4cZP17J4Aufg5n4c,192.168.1.34,5353,224.0.0.251,5353,udp,dns,0.128020,488,0,S0,T,T,0,D,3,572,0,0,,17
1767930118.703263,CPRBlGA0OJ8Lregh8,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,0.134096,1064,0,S0,T,F,0,D,6,1352,0,0,,17
1767930068.829658,CeNTXP3WrYggZGfpG3,192.168.1.1,38756,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930070.060314,C6Foj82tE2ibEIuJQd,192.168.1.1,35774,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767930070.980265,CvAZIH3wn5eTIsrxpg,192.168.1.1,49529,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930072.207525,CN87Rp2AkzXhWVLAli,192.168.1.1,58738,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767928334.842789,CtHdvC3I2KBjteHvn3,192.168.1.41,38022,192.168.1.39,3000,tcp,http,1792.835352,505366,431974,SF,T,T,0,ShADadtTFf,935,555919,867,479551,,6
1767928334.838694,CU7H5q38H2HRXTMt21,192.168.1.41,38008,192.168.1.39,3000,tcp,http,1792.839576,480576,406253,SF,T,T,0,ShADadTTtFf,921,538718,879,452398,,6
1767928334.845775,CaZbDP2AMpHj3OIJec,192.168.1.41,38052,192.168.1.39,3000,tcp,http,1792.832502,490147,408150,SF,T,T,0,ShADadTTtFf,931,546855,904,455497,,6
1767928334.844788,CTFOoGdbQzKQ716Of,192.168.1.41,38038,192.168.1.39,3000,tcp,http,1792.833495,500829,423019,SF,T,T,0,ShADadTTtFf,955,561217,900,470533,,6
1767928334.835865,CAiJ3z2in1M7es2mO,192.168.1.41,37992,192.168.1.39,3000,tcp,http,1792.842465,513345,442881,SF,T,T,0,ShADadTtTFf,962,570739,929,491493,,6
1767928334.842337,CqSZCz20bcdIfUWQ4c,192.168.1.41,38018,192.168.1.39,3000,tcp,http,1792.836011,496855,420149,SF,T,T,0,ShADadtTTFf,916,548453,860,466323,,6
1767930073.130478,Ce4JAZ3UeFHUxVnUA5,192.168.1.1,45341,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930074.463209,CWBaYb2VUegBusHzab,192.168.1.1,55609,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767930075.380183,CK1Q301TzXo1uECZEh,192.168.1.1,58228,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930076.613610,CfkhNQTipqt6OJzz1,192.168.1.1,57412,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5722,0,0,,17
1767930126.758327,C5IYqmqoJIDsCFIdf,192.168.1.36,5353,224.0.0.251,5353,udp,dns,,,,S0,T,T,0,D,1,86,0,0,,17
1767930126.758433,C22HWj2uWekiseLX3b,fe80::100a:6d75:50e7:ab58,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,106,0,0,,17
1767930077.533873,Camops43BAmvWto2gi,192.168.1.1,58288,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767930117.682232,CR8gRIbSX8WPfnmyf,192.168.1.33,5353,224.0.0.251,5353,udp,dns,1.150735,1179,0,S0,T,T,0,D,7,1375,0,0,,17
1767930078.764241,ClZEtb1c1NYm24nZUf,192.168.1.1,35564,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
